Row ID,Approved,Reason,Mod Status,Source,Source-row,Timestamp,Entry Age (in days),What is the name of the hospital or clinic?,Final Address,Street address for dropoffs?,City,State?,"Write drop-off instructions below or paste a link to your organization's own page containing instructions. For written instructions, please include details such as curbside procedure, mailing address, email address, and/or phone number. Please note all information entered here will be made public.",Wants mail,What do you need?,Will you accept open boxes/bags?,Type of request:,Type of organization?,Lat,Lng,RDI,Action link for LGTM,Action link for Remove,Row
4662,x,,FM,,,4/7/2020 10:27:16,65,Baptist Health Urgent Care,"2096 SW 156th Ave
Miami, FL 33185",2096 sw 156th ave,miami,FL,,,"N95s, Surgical masks, Homemade Masks (specify type in Other), Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Disinfecting wipes, Walkie-talkies/baby monitors",Yes,Add a new donation site,Urgent Care,25.7468484,-80.4476675,Residential,https://findthemasks.com/api/exec?cmd=Sg3kadC4jljfP3UzXzCyMCzXm_N4OVuDQeEIVImijArc23IVjMsctZXI81KEIQkCXYZysZRb3Xw0dLtq70L_nZ9IE_UjQ-93X-2Yl6jOdg..,https://findthemasks.com/api/exec?cmd=MPEQ5m1zelJbjoSsJVg6JhLHQ0g09Nxxp1GQV9blKsP_VT_FC_xbWSPuNvPtMUO7aIXEYxBGaQyArafxSVYDAdkVwphMImU7ZRxW5GUAtQ..,4662
4663,x,,FM,,,4/7/2020 10:27:49,65,Midtown Community Court,"341 W 54th St
New York, NY 10019",341  W 54th street,New York - Manhattan,NY,"My name is Leana, or Nurse LeLe. I am working hard every day to protect NYPD as well as inmates. Please ask for me.",,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Jail/Detention Facility (no clinic),40.7654,-73.9851779,,https://findthemasks.com/api/exec?cmd=grUETG59ltN7IlaFAR0GREtPJ41FO52NFADRJFNMWkfGmgaPNn03fRMQ6YNsQD3IAs7bMdVdOBXQFxJFcgN7MIXaAV_nrpxcutUOurVXwA..,https://findthemasks.com/api/exec?cmd=sHBQcXsswY-nlA0xDM5TLkRu4daV1dKRm5_lE0dkYMHd_4bhv0VQEiMA8lAdVX1Tn4SU0Rrx61KecvXQaHV7NukheU_gMidVrhDOZKWUZw..,4663
4664,x,,FM,,,4/7/2020 10:28:36,65,Summit Medical Center,"5655 Frist Blvd
Hermitage, TN 37076",5655 Frist Blvd,Hermitage,TN,Receiving dock - call Andy Morrow (supply chain director) 615-316-3144,,"Surgical masks, Gowns",Yes,Add a new donation site,Hospital,36.1763896,-86.6081411,Commercial,https://findthemasks.com/api/exec?cmd=-ld4wql_B_GVydDUPZgYYG_gsrddzm9gujxCS-SleMiN9cONv5qhYL7hKpOxvwicSZvLgBsX4IqDqKfEwZdWaaau76YdXsxZJP2Cz3x_7A..,https://findthemasks.com/api/exec?cmd=v6smnkgoKF0ChuvzEuzYgFT5ZJzcr3i7pz-ijp4UcGUuAsjEwguYsALPXwqFuhLplQdBkLE5h8F6nLxPE4KJ6mIIVr_87C9dvCrMpNG4nQ..,4664
4666,x,,FM,,,4/7/2020 10:33:06,65,New Haven Home Health Services Inc,"333 Gellert Blvd #249
Daly City, CA 94015",333 Gellert Blvd Suite 249,Daly City,CA,Office open Mon-Fri with personnel ready to receive donation in the 2nd floor of building. ,,"N95s, Surgical masks, Homemade Masks (specify type in Other), Disposable booties, Safety goggles, Gloves, Hand sanitizer, Thermometers",Yes,Add a new donation site,Community Health Organization,37.6667243,-122.4668185,Commercial,https://findthemasks.com/api/exec?cmd=Cvmp8Dky9kfegMSa1kVLWwO6A1lgYKiRhlj6WRAsgsQDqOxUYvvRQ9wK39HegtyeMaUwtgd7FceeNMogsCe1hg5RP99txpfzPeOyQqGutQ..,https://findthemasks.com/api/exec?cmd=6cEB6Ui_IfOPSgqr6uRwv-q4zwjsSl_cb7PikefHBEFEM4ceoeo-mpfC5NMfpBXNwUaZYuuwjxeEnR4ls5t0Z4U5VYkNm3qDXVi3glraHg..,4666
4668,x,,FM,,,4/7/2020 10:37:33,65,East Boston Neighborhood Health Center ,"10 Gove St
Boston, MA 02128",10 Gove St.,East Boston,MA,"Please coordinate the donations with either Dr. Tim Tsai, ED Medical Director, or Dr. Jay Mullen, CEO of Bluewater Emergency Partners

OR

Call 347-331-1793",,"N95s, Surgical masks, Gloves, Gowns, Coveralls/bunny suits, Disinfecting wipes, CAPRs, Nasopharyngeal Swabs, Hand sanitizer",No,Add a new donation site,Other,42.3722714,-71.0381694,Commercial,https://findthemasks.com/api/exec?cmd=M0ZMfoUsESJWPk7Qc-i_zsU4JH69c24y1C28HKMwDmCvu8wpsCtobCT2Iemr0dbDSksZ-rj6UZZvh9UDMKMXnz1SFPkbSHwccCSyVMyQrQ..,https://findthemasks.com/api/exec?cmd=Gi6QXbmPkh8PuHb1291OTSMCmjCnesP-_aY327fXjdD1odnL3QVu1BA8eamis32NsGiVsTa6hRVnJrEE8dygZbu7OfLaM8-hJMpgMdvyCQ..,4668
4669,x,,FM,,,4/7/2020 10:37:28,65,Lake Butler Hospital,"850 E Main St
Lake Butler, FL 32054",850 E Main Street,LAKE BUTLER,FL,You Can Drop Off at Loading Dock behind Hospital next to Emergency Room,,"N95s, Face shields, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Other,30.022749,-82.3269609,Commercial,https://findthemasks.com/api/exec?cmd=ZwBkEGIczytHE-ESgAZDrRzKMGxOleYsjejMSTL8VtFNpahqLFE1XqneZOe4-pTnGJXjmlofOjHnRCQ5_T6fCxLnfsHS9wHF4QSp0xi5fA..,https://findthemasks.com/api/exec?cmd=W1vqRVFZGCA0ZIIwYCeak5m82ddDzq0h2DTzVU7Eo6JjpLvyTkX1qgxiumdqjuSgz8u174iYwvmwGEQV5N_Hasi6B8OZL15Ox_SjlX0uHQ..,4669
4670,x,,FMZ,,,4/7/2020 10:43:38,65,The Dental Co. of Leesburg,"17-C Fort Evans Rd SE
Leesburg, VA 20175",17-C Fort Evans Rd.,Leesburg,VA,Please contact us at (540) 247-9691 before arranging the delivery.,,N95s,"We will accept the open box, as long as the content of the box is sterile",Edit an existing donation site,Dentist (non-emergency),39.1063198,-77.5504555,Commercial,https://findthemasks.com/api/exec?cmd=52bcskOZU0tXWJMd5Ut3vaMi02qyfPew-3noRxdxF5c10-V9rhJ_0zY-aR6GFLadCVrfKpitB2MI_v_kyj_D_Xb6Y4A7li-AEY1OUwdUaA..,https://findthemasks.com/api/exec?cmd=zHSGh-rJ54h2oVeZsfU79McUP937D9UezTgq010plh7_FLU2bdE-EVN3E_WsVHooq8Gf--Jrwulc4uXwPRsET-LN8vKg8v7_wpg10-USnw..,4670
4672,x,,FM,,,4/7/2020 10:55:38,65,Dr. Brian Perry,"1530 Westlake Ave N #300
Seattle, WA 98109","1530 Westlake Ave N, Suite 300",Seattle,WA,May need to touch base before dropping off. I can also provide my home address if you would rather not come to the clinic. ,,"N95s, Surgical masks, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Outpatient Clinic,47.6332844,-122.3396708,Commercial,https://findthemasks.com/api/exec?cmd=qVq3bDDL1qyAGAJZ33LSUsqwRNNZDDroR5ZhiPV8cWsAMedQ4Ey9zRoDzGtr5gDk-yY2XYx3w_DVOIktF4Cx-QqT91nvplcWz58b2SBpcw..,https://findthemasks.com/api/exec?cmd=5QauwLA7SFbXnxF9Ww1CRYkTMNE-iTTExql_zriefkoEWyfy0hYjRLivIduW-Sdp4YPH8FTSy3HNMh1P-qTsoFg7KucAYRbVvboBjB_alA..,4672
4674,x,,FM,,,4/7/2020 10:56:12,65,SIngingriver Hospital,"2809 Denny Ave
Pascagoula, MS 39581",2809 Denny Ave,Pascagoula,MS,In care of Callie Marshall night supervisor,,"N95s, Surgical masks, Homemade Masks (specify type in Other), Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers, CAPRs, Walkie-talkies/baby monitors, Nasopharyngeal Swabs",Yes,Add a new donation site,Hospital,30.3762704,-88.5310384,Commercial,https://findthemasks.com/api/exec?cmd=wquZBpSoEqhTfHnJKkpfW3GgtVYQGRaOvmUAEuyc_8pqlp0IZw5tY6-pXdyXW96Sny1heuvxkQCX1g3YTcK2MgXHo1dRJ-rA_nOGal76Vg..,https://findthemasks.com/api/exec?cmd=pHsmZP6l9nbCir8SwKjW4P_3ulTqJOV15g411v5ELAi1Wm6tJWTZoLWtOYya3zqOCal-7L197fj6wKBeIgp7sjjQYA0uk6CUuQOskIn5kA..,4674
4676,x,,FM,,,4/7/2020 11:00:57,65,San Ramon Regional Medical Center,"11492 Silvergate Dr
Dublin, CA 94568",11492 silvergate drive ,Dublin,CA,,,"N95s, Surgical masks, Face shields",Yes,Add a new donation site,Hospital,37.7016384,-121.9456668,Residential,https://findthemasks.com/api/exec?cmd=NVqQmsRP03SB7ZxExiUQYiiLmBr4rjswsnemxOAkOR-ZHP-zcEfuVdeg9jh_isV7BfkpN4xgyLP94QC_VCY311FJs14pmKlWIjarGnrxNw..,https://findthemasks.com/api/exec?cmd=7doWBsjxD4vZFvQ7VqftlddSvnnErPIotJTviOqFE44o7wdAY-Xmt7XvBNPVPtVpYMZIfm5rfMmeQBIRWrwD6fihyr7HGueuyNVqzBjXjQ..,4676
4677,x,,FM,,,4/7/2020 11:17:27,65,Emanate Health Inter-Community Hospital,"210 W San Bernardino Rd
Covina, CA 91723",210 W San Bernardino Rd,Covina,CA,Please contact Emanate Health Foundation at 626-814-2421 or foundation@emanatehealth.org,,"N95s, Surgical masks, Homemade Masks (specify type in Other), Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, CAPRs, Hand sanitizer, Disinfecting wipes",Yes,Edit an existing donation site,Hospital,34.0878738,-117.8935005,Commercial,https://findthemasks.com/api/exec?cmd=gFpOeVWoVXh6U2Dp7uUyR4bcMcMDnqLGsP64hqhY9NDiZTZds943_ALtq2wPdE6P-kFqFebu34PP12jE-omvcQ8SiwYpR2r18JnlSDGw2Q..,https://findthemasks.com/api/exec?cmd=Au5N7hxgkRu6GeSGTaOvzcTR3elccmlcKusp8Ml4DOUiHVf9xHE17gfKeI0KVtURn2C9Ylr5EiU4npxtFhi3PIRcENGsYn9GAICy2JGBNQ..,4677
4678,x,,FM,,,4/7/2020 11:06:32,65,Slidell Memorial Hospital ,"1001 Gause Blvd
Slidell, LA 70458","1001 GAUSE BLVD., SLIDELL, LA 70458",Slidell,LA,"Please send via UPS or USPS.
1001 Gause Blvd
Slidell, LA 70458

OR

See https://www.slidellmemorial.org/",,"N95s, Surgical masks, Face shields, Safety goggles, Gowns, Disinfecting wipes, bleach wipes, hydrogen peroxide wipes, Coveralls/bunny suits",No,Add a new donation site,Hospital Foundation,30.2837269,-89.770201,Commercial,https://findthemasks.com/api/exec?cmd=bTmEzwaa5MkMH66Qivhz6T6Go_q7r9vzxB6QDUiMSCkrlN0TIDlwvrN4q1sY1Bvq3ioD1w1lodtcsenpn4Vhl7A0ghi2rY-yTcCO7dQmPA..,https://findthemasks.com/api/exec?cmd=jQ_cy0chwCxw-yZqCNzWm35BG2ZGddc5KNa6jWPfuRiZxO5n-V8_Vfsyg3FTk_MILVNzOdNDSWTH9wR3zWBO0u0Ar3H4U5EZhnPe9ibm-g..,4678
4679,x,,FM,,,4/7/2020 11:17:23,65,Emanate Health Foothill Presbyterian Hospital,"250 S Grand Ave
Glendora, CA 91741",250 S Grand Ave,Glendora,CA,Please contact Emanate Health Foundation at 626-814-2421 or foundation@emanatehealth.org,,"N95s, Surgical masks, Homemade Masks (specify type in Other), Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, CAPRs",Yes,Edit an existing donation site,Hospital,34.1327654,-117.8713435,Commercial,https://findthemasks.com/api/exec?cmd=2zCeBhVRDI3TYhdqK8Qk5HK6V7kwxjbBsvKUnvnwZwv_UUFhPWAMFxAyrJeGYYjvtgte9IIoayRebtRWir_rVJxgczNV0ZUw8K3mRUii0Q..,https://findthemasks.com/api/exec?cmd=E5VtGnhJNf1VtZGnA_NQf40BSyd7IgvHZlX8AMjHJ8HgqiQUl1CGRQPKWZTv0wUjSfopRT6TY84BvuYOeDJl13RIAb7DN07LEaaIaq09TA..,4679
4680,x,,FM,,,4/7/2020 11:07:56,65,Kaiser WCR ER / Kaiser Dublin Urgent Care,"148 W Invitar Ln
Mountain House, CA 95391",148 west Invitar lane,Mountain House ,CA,,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gowns",No,Add a new donation site,Heathcare Workers Union,37.7741113,-121.5470578,Residential,https://findthemasks.com/api/exec?cmd=EXbZ6z35fTR0ENgqNX9ikpA3bbDLX9lb86FKGOEH6bOoufWLvYDGkOPgKjSOf4vii2oUlEhpooSjDO5WV4yST3L9tiN3o2Svn-TuottliA..,https://findthemasks.com/api/exec?cmd=DhfeCb0vr8tuyLu8c_TvlAkVF_7_OubD4htSUghhBk_LLt11-9bnIidlj_hqFDKUv8BtRSRHfUqdAaIEwjfqtg8ePxoG1sCdy8bZi2pEJw..,4680
4681,x,,FM,,,4/7/2020 11:17:19,65,Emanate Health Queen of the Valley Hospital,"1115 S Sunset Ave
West Covina, CA 91790",1115 S Sunset Ave,West Covina,CA,Please contact Emanate Health Foundation at 626-814-2421 or foundation@emanatehealth.org,,"N95s, Surgical masks, Homemade Masks (specify type in Other), Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Disinfecting wipes, CAPRs, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Edit an existing donation site,Hospital,34.0642264,-117.9453122,Commercial,https://findthemasks.com/api/exec?cmd=gN326UShf7aTuYRjBJV7ErB4vjyFDGunDHOYxjfnR9-gB5eGg5awKbjvY3Buv8E9HBZHqmLuZEW5-XrZvDysdDhKuNz6rzsqMIEAgf6x_Q..,https://findthemasks.com/api/exec?cmd=tyqvO6dJ6Xvy_T_h9LiXFJaRBHOR4pB4t0XfpJA2KN0JuN_lqsQ_Z_9JNSV2b8xC6hTU8iRUdtEfZJxknKQl_I0XPlBvhkz7IdmVvfk9Pw..,4681
4682,x,,FM,,,4/7/2020 11:11:22,65,Montgomery County Coalition for the Homeless,"6 Taft Ct
Rockville, MD 20850",6 Taft Court,Rockville,MD,No Contact Drop Off:  Pull up to main entrance at 6 Taft Court.  Place items on shelves.  Take picture of items and email to volunteer@mcch.net.   Staff in monitoring via video and will pick up items when donor returns to car.   ,,"N95s, Homemade Masks (specify type in Other), Gloves, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Homeless Shelter,39.0965941,-77.1296855,Commercial,https://findthemasks.com/api/exec?cmd=h83Xaiwo32ELmOoUAQWCQU05K5CUgGvnmG6JrBdQwXb2v9jIv9QftLwYbcfH_EeYvX891CoJF9I3QgAIfkReemZfFPwJHSRXKeNna93Seg..,https://findthemasks.com/api/exec?cmd=m8lvzILt4Xv99M56XzmvLt_M26MG9a1n7wD49vNUg6jUtC7fjYK9sRRhri6a9b2ptKp5TzAHm_Eoe-t_yPLSlIGOzRoHymiIqw6CaHiNJg..,4682
4684,x,,FM,,,4/7/2020 11:18:35,65,Cadence Garner,"200 Minglewood Drive
Garner, NC 27529",200 Minglewood Dr,Garner,NC,curbside drop off. You can either  call as you arrive and will come out or you can knock on the front doors to the community and our concierge will take the items.,,"N95s, Surgical masks, Gowns, Hand sanitizer, Disinfecting wipes",No,Add a new donation site,Assisted Living,35.681526,-78.6188601,Residential,https://findthemasks.com/api/exec?cmd=MhWh7Yq0yCgdtY0hL84rMOjaBpYdWGjfa0YxK5u2RW0ewXFoMTcxhqBPClNb_Fkak4RYF3iDq3jgcnFVDQUZrSXONdfM26U7ametA_E-fg..,https://findthemasks.com/api/exec?cmd=egEZNameY8IYzNz23N5nbY2aTptei8HYkW-LN4ax15WAQZNf1EnYAZDMz6Ag2191FQLXa8lw8DBdBUd6h_Hqr3Ixni6EjF7AgOumMv01fA..,4684
4685,x,,FM,,,4/7/2020 11:24:51,65,Athens Geriatrics & Internal Medicine,"696 Breedlove Dr Suite A
Monroe, GA 30655",696 Breedlove Dr. Suite A,Monroe,GA,,,"N95s, Surgical masks, Face shields, Disposable booties, Gowns, Disinfecting wipes",No,Add a new donation site,Doctor's Office,33.7832959,-83.7213457,Commercial,https://findthemasks.com/api/exec?cmd=215bw9RvAbF5mKRFbflQspqNfRGUHYwX0h62tJe8MJEXVvMU0rf0BwlgmYY-6TEEMx9REzotKHdff4ujMkVTGH55s8nHA-EmivZ8pqng5w..,https://findthemasks.com/api/exec?cmd=M_-ZFC2-33qO6JPsdQrW5gva7KISEBFD62JbtzuUKlLnAa-xZ2ead5kLL-jf1mIsBVOTetcQ-GhfFGqRMW14YH83dB2dmAlQzCy43lFS8A..,4685
4686,x,,FM,,,4/7/2020 11:30:08,65,Oasis Rehabilitation and Nursing center,"6 Frowein Rd
Center Moriches, NY 11934",6 Frowein Rd,Center Moriches ,NY,,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes",Yes,Add a new donation site,Skilled Nursing Facility,40.8083757,-72.7763115,Commercial,https://findthemasks.com/api/exec?cmd=wwWqjtzUQnrvCggYpHQspJREmCkijo0gpc0buGTVbt7hlwoD5Gzfhl-EHeCO-ji46f6kBjecQC3JHF1HazOZXG_KK6B9Qv0Uz3_CB0FF3g..,https://findthemasks.com/api/exec?cmd=Y1uN_H5BSfyWDircik4M7BBGach4DHXqRisYleeaLpSkqcOkf4lUT4X1gc6TSeQ1Mt_wbTHXOWlZMFJjdNrg8kaFU6nqS115XvewLH2fig..,4686
4687,x,,FM,,,4/7/2020 11:31:19,65,Amanuel Sima MD A Medical Corporation,"50 N La Cienega Blvd #220
Beverly Hills, CA 90211",50 N. La Cienega Blvd. Suite #220,Beverly Hills ,CA,,,"N95s, Face shields, Gowns, Hand sanitizer, Disinfecting wipes, Disinfecting spray",No,Add a new donation site,Doctor's Office,34.0669383,-118.375914,Commercial,https://findthemasks.com/api/exec?cmd=vfGdmGFIQbXOGmXRsD2IzLSgUf7wL_fgd7izfCIXFH1Xjl8KLiYV1AV_YSK_4Fx7Qfpjy96dYV7Q-_WocgmMyoxOwmZ0zDfrbkmYmL6lVQ..,https://findthemasks.com/api/exec?cmd=UKyUatTlY6-KyqpYjobk41AXIpj2uj4oCLgjKKHg_AcuMIjOeVRPpMrd19SczErvWV78irirlQADN0p1XMq3_cUpBfZL54FuB7BJtBX5HQ..,4687
4688,x,,FM,,,4/7/2020 11:41:24,65,Remedy Urgent Care,"5901 Vega Ave #100
Austin, TX 78735","5901 Vega Ave, Suite 100",Austin,TX,If you could email tbolfing@myremedy.com before dropping off or mailing a donation I can make sure to let you know if supplies are still needed :). Don't want to hog precious supplies! ,Y,"Gowns, Disinfecting wipes, Nasopharyngeal Swabs",Yes,Add a new donation site,Public Health Facility,30.2411195,-97.8591239,Commercial,https://findthemasks.com/api/exec?cmd=m3mu9EfyVUaf5Az6n9MizP71NmVr_3zkmpuxmehsQUUZa6y9_O9_V1wPbG70Rp2D-DcrrC9y6-ZTHG1GXgeJBEUBuEC3TnpbNdZEsPCtuQ..,https://findthemasks.com/api/exec?cmd=ppUyYqmsthQtZYqsqV1grQuZUyLMLXVtMU6S-e7fNGVKulo-wODuCRHxDvhjWlc4Nn0JnctkB0YXc1V9Wbp_EghF4vl6zUvp2wRiX2vNUg..,4688
4690,x,,FM,,,4/7/2020 11:42:50,65,The Gardens Rehab and Care,"991 Sunrise Ave
Kingman, AZ 86401",991 Sunrise Ave. ,Kingman,AZ,,,"N95s, Surgical masks, Homemade Masks (specify type in Other), Gowns, Coveralls/bunny suits",Yes,Add a new donation site,Skilled Nursing Facility,35.2152613,-114.0424138,Commercial,https://findthemasks.com/api/exec?cmd=2ryNSr4ywkGmvofJut8tbRnXw_8juYOCRXjCIhKzsus-OobQhfQWcYhLfXc31dlseEPafLR5uXYGRCI1Bs-19wznqzXxRz8pPTMKsKwdyw..,https://findthemasks.com/api/exec?cmd=9m0B1CsA3DcYn6pyVSg7V7DrAs7TiJqbmemplZG6QO9j7M4rVGFia9y2vznKgDjcTV2m34YaFpwqN78x800-7lnfmSwmQiC3f9u3PvVGsg..,4690
4691,x,,FM,,,4/7/2020 11:46:51,65,Centennial Medical Center at Ashland City,"313 N Main St
Ashland City, TN 37015",313 North Main Street,Ashland City,TN,Receiving dock - call Josh Mihalick (Supply Chain Director) 615-342-2911,,"Surgical masks, Gowns",Yes,Add a new donation site,Emergency Medical Services,36.2771154,-87.0656263,Commercial,https://findthemasks.com/api/exec?cmd=lR0jne3l-GXR_MvfVJrVtC44AKt1tNVcKk3jSpux-d9POwFf46BJGZlaqrRuA35lQF-0xdSBronFIclLtx-cytD_scPyWBHkbcu6aMnQtQ..,https://findthemasks.com/api/exec?cmd=L_YKxjYV5_fGbaONvwB6IlgMvbKsQzX4qr2BUebgB8OR1aCIAYGEkCciCwzop-NkP0NCly7mLQ_c8lTbVadC6JYBsSXI1MRi8fnXtNlkBA..,4691
4692,x,,FM,,,4/7/2020 11:49:15,65,Parkridge Valley Hospital,"2200 Morris Hill Rd
Chattanooga, TN 37421",2200 Morris Hill Road,Chattanooga,TN,Receiving Dock - call Scott Sebring (Parkridge Valley) 423-493-1574,,"Surgical masks, Gowns",Yes,Add a new donation site,Mental Health,35.0268039,-85.1212844,Commercial,https://findthemasks.com/api/exec?cmd=VfE-PnnA3icmRXJeiDxBn4ifqcnP3LhY2R8ZxlvvzqKjKI_VBoyh4aPr45sVBx1PYopc6_HQbKpb7HK8aTc4GxYlfY54Eqv0xQaBQep-Pg..,https://findthemasks.com/api/exec?cmd=DhrMxhMroK3v59gC5Le7JeTSK9hxrtYnuZEfdAgefmJy6W7J-7o6bt8QW8KdRPF_xz7GGBcqGsloiwt2SeKCWHlNN0CHlOkYtdMM1q1B_w..,4692
4693,x,,FM,,,4/7/2020 11:49:33,65,"Dev R. Master, MD, PLLC","88-23 Justice Ave
Queens, NY 11373",88-23 justice ave,New York - Queens,NY,ring the bell and drop off inside of the doorway,,"N95s, Surgical masks, Face shields, Disposable booties, Safety goggles, Gloves, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, Thermometers, Walkie-talkies/baby monitors",Yes,Add a new donation site,Community Health Organization,40.736675,-73.8742476,Commercial,https://findthemasks.com/api/exec?cmd=FvhEFQOWdB8Zxo58ErNQibpv4LFy4bSNH0MKUtdIHUx9ek_yQiIwGVVrXdxR1_m0SVAcdae4m2tKwrPhhzqh6YySUzK286nZNRy_1FU7RA..,https://findthemasks.com/api/exec?cmd=3GKI08uiRj6yf9e8uvQwnjdzWsGDBGnHvgkgSI0h613hFmIMcp_zEntj3iCwc9ag_60kQdQcra5s-TsT8yf9kJoNZkGTHXVvx1NTdUq8ew..,4693
4694,x,,FM,,,4/7/2020 11:52:09,65,Memorial Sloan Kettering Cancer Center,"1275 York Ave
New York, NY 10065",1275 York ave,New York - Bronx,NY,Mskcc.org,,"N95s, Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Safety goggles, Gowns, Coveralls/bunny suits, Hand sanitizer, Disinfecting wipes, CAPRs",Yes,Edit an existing donation site,Hospital,40.7641575,-73.9561019,Commercial,https://findthemasks.com/api/exec?cmd=ElPXvwth99_fzIQPuhpq-6VQOcPAIfVRgm0DLjwKAJ0I83eycVnXwLq3xOyW_shtiQNl0SMR1Ls3Rfr7DngHIhCv2_DBaINLX9TY3wy87Q..,https://findthemasks.com/api/exec?cmd=Z0Sw5MDH9hItg5frvfzDx8aipNXrR-D9x-_SvYenpanlD6NkxaFwrxt3ppx3Rxa1yVLWB8cvML8tgfj89ljytT1laxjq1EPOlxX1D5kfxA..,4694
4695,x,,FM,,,4/7/2020 11:52:41,65,New Hanover Regional Medical Center,"3151 S 17th St
Wilmington, NC 28412","3151 S 17th St Wilmington, NC 28412",Wilmington,NC,Zwhicker@nhcgov.com; https://www.nhrmc.org/about/news/covid19/pender-ppe-donations,,"Safety goggles, CAPRs",? ,Add a new donation site,Hospital Foundation,34.1861256,-77.9159407,Commercial,https://findthemasks.com/api/exec?cmd=0npci9njjGb7zusdU1BLiNyJUp6ak5zd1XutqWZ7dmcFCoZyntFqLQ7wqvMO-QdvT0xpkLxaE8VoOuR6WGK_NKAigG2bnhe8bcCVy4nwFQ..,https://findthemasks.com/api/exec?cmd=qx57ff70RY7TdgcHsXugdeNifj7A6Uk_chLSdM16zKbolUfnsdm2DZ4K0P_7K3pRGKtTeq3n7PcV10x6OR0vo-z4eoyrQRn6goYCJcKNvw..,4695
4696,x,,FM,,,4/7/2020 12:03:27,65,"Hands Of Grace Home & Hospice Care, LLC","4909 Burnt Oak Dr Apt 302
Richmond, VA 23234",4909 burnt oak dr apt 302,N Chesterfield,VA,Please call 8046014226 upon delivery ,,"N95s, Disposable booties, Gloves, Hand sanitizer, Disinfecting wipes, Thermometers",Yes,Add a new donation site,Other,37.454603,-77.492127,Residential,https://findthemasks.com/api/exec?cmd=qci_7x4zNT_LuP-ZBEIcswEwLcrRxQKU7eaIalet48POCcgdl3309Rc6B0V6hjIWNQNRqp9rAMSKh89IPFRe-KvdktLs8wCSDoBvkXUcFg..,https://findthemasks.com/api/exec?cmd=plKb0WD84G8ZGo-nUM7Y0TDEYSa1y5nwrXec1aL9JB7NPB6uJssI96PesuXyA1Vq0u78QRQ5Tc-KB4FxPJu5LwYSTNxwbnQJbxO5OShv7w..,4696
4697,x,,FM,,,4/7/2020 12:06:43,65,CMH Hospital,"138 S Bryn Mawr St
Ventura, CA 93003","138 S. Bryn Mawr st., 10",Ventura,CA,,,"N95s, Surgical masks, Face shields, Face Shields - 3D-printed or makerspace (specify type in Other), Disposable booties, Safety goggles, Gloves, Gowns, Hand sanitizer, Disinfecting wipes, Nasopharyngeal Swabs",Yes,Add a new donation site,Community Health Organization,34.275887,-119.221941,Residential,https://findthemasks.com/api/exec?cmd=Gqw7kGwizdndjcHit-gmw6haQvsON2R_Rgt56dXUVaHcaeIQj8ZXJKUvtr0yMG-36QKnazZPFZW0IelmUKAfz9ywHDs-ruWGj1SsCB04GA..,https://findthemasks.com/api/exec?cmd=E42SmA5IpnHVR35xWyKrwACffdbz5-QzINofdzD2MLZ5B1A6-COE0joUQU4SoyjLo3r5SgM8LpKumW6dRGXyRVJbeikU_NdV79d6ImqSuw..,4697
